Price,Close,High,Low,Open,Volume
Ticker,RUB=X,RUB=X,RUB=X,RUB=X,RUB=X
Datetime,,,,,
2023-10-30 03:00:00+00:00,94.42500305175781,94.42500305175781,94.42500305175781,94.42500305175781,0
2023-10-30 04:00:00+00:00,93.76200103759766,94.17500305175781,93.58799743652344,94.17500305175781,0
2023-10-30 05:00:00+00:00,94.10299682617188,94.26000213623047,93.76000213623047,93.76000213623047,0
2023-10-30 06:00:00+00:00,93.5770034790039,94.0999984741211,93.5770034790039,94.0999984741211,0
2023-10-30 07:00:00+00:00,93.5250015258789,94.19599914550781,92.5,93.572998046875,0
2023-10-30 08:00:00+00:00,93.20999908447266,93.6500015258789,92.19999694824219,93.52200317382812,0
2023-10-30 09:00:00+00:00,93.11299896240234,93.45099639892578,91.82499694824219,93.22000122070312,0
2023-10-30 10:00:00+00:00,93.1520004272461,93.404296875,92.0,93.11000061035156,0
2023-10-30 11:00:00+00:00,92.85099792480469,93.21389770507812,91.9000015258789,93.14700317382812,0
2023-10-30 12:00:00+00:00,92.8511962890625,93.10690307617188,91.9000015258789,92.8759994506836,0
2023-10-30 13:00:00+00:00,93.04280090332031,93.1510009765625,92.0250015258789,92.97599792480469,0
2023-10-30 14:00:00+00:00,92.91300201416016,93.2509994506836,92.125,93.0165023803711,0
2023-10-30 15:00:00+00:00,91.9749984741211,93.07599639892578,91.9749984741211,92.91300201416016,0
2023-10-30 16:00:00+00:00,92.92500305175781,93.0009994506836,91.94999694824219,92.9000015258789,0
2023-10-30 17:00:00+00:00,91.55000305175781,92.92500305175781,91.55000305175781,92.92500305175781,0
2023-10-30 18:00:00+00:00,92.54000091552734,92.54000091552734,92.54000091552734,92.54000091552734,0
2023-10-30 19:00:00+00:00,92.5250015258789,92.5250015258789,92.5250015258789,92.5250015258789,0
2023-10-30 20:00:00+00:00,92.5250015258789,92.5250015258789,92.5250015258789,92.5250015258789,0
2023-10-30 22:00:00+00:00,92.5250015258789,92.5250015258789,92.5250015258789,92.5250015258789,0
2023-10-31 00:00:00+00:00,92.5,92.5,92.5,92.5,0
2023-10-31 03:00:00+00:00,92.5250015258789,92.5250015258789,92.5,92.5,0
2023-10-31 04:00:00+00:00,92.93299865722656,93.08499908447266,92.5,92.5,0
2023-10-31 05:00:00+00:00,92.94499969482422,93.09200286865234,92.87799835205078,92.92500305175781,0
2023-10-31 06:00:00+00:00,92.03700256347656,92.93499755859375,91.5,92.93499755859375,0
2023-10-31 07:00:00+00:00,92.05999755859375,92.60099792480469,91.375,92.03299713134766,0
2023-10-31 08:00:00+00:00,91.68299865722656,92.45980072021484,91.40699768066406,92.0479965209961,0
2023-10-31 09:00:00+00:00,91.81500244140625,91.99700164794922,91.49500274658203,91.697998046875,0
2023-10-31 10:00:00+00:00,91.89700317382812,92.18550109863281,91.0250015258789,91.802001953125,0
2023-10-31 11:00:00+00:00,92.21540069580078,92.22879791259766,91.19999694824219,91.88500213623047,0
2023-10-31 12:00:00+00:00,92.81900024414062,93.3759994506836,91.25,92.1958999633789,0
2023-10-31 13:00:00+00:00,93.25800323486328,93.55000305175781,92.19999694824219,92.25,0
2023-10-31 14:00:00+00:00,93.5250015258789,93.67500305175781,92.32499694824219,93.01300048828125,0
2023-10-31 15:00:00+00:00,92.57499694824219,93.57599639892578,92.55000305175781,92.55000305175781,0
2023-10-31 16:00:00+00:00,92.02619934082031,93.42500305175781,91.9000015258789,93.4010009765625,0
2023-10-31 17:00:00+00:00,93.00199890136719,93.00199890136719,93.00199890136719,93.00199890136719,0
2023-10-31 18:00:00+00:00,93.00199890136719,93.00199890136719,93.00199890136719,93.00199890136719,0
