Tk,Fold,Model,Feature,Importance
IMOEX,1,CatBoost,lag9,0.0014104085385756057
IMOEX,1,CatBoost,lag10,0.004056473179658925
IMOEX,1,CatBoost,lag11,0.0013474702726087328
IMOEX,1,CatBoost,lag12,0.0007768295225412192
IMOEX,1,CatBoost,lag13,0.0017817509666728903
IMOEX,1,CatBoost,lag14,0.0037554554979467186
IMOEX,1,CatBoost,lag15,0.0037418838973064922
IMOEX,1,CatBoost,lag16,0.005739470202687239
IMOEX,1,CatBoost,lag17,0.0036903111439994247
IMOEX,1,CatBoost,lag18,0.002040908143974699
IMOEX,1,CatBoost,lag19,0.0017845326878220208
IMOEX,1,CatBoost,lag20,0.0025873219658540166
IMOEX,1,CatBoost,lag21,0.004700409426962016
IMOEX,1,CatBoost,lag22,0.0024672399581975235
IMOEX,1,CatBoost,lag23,0.005429870120472376
IMOEX,1,CatBoost,lag24,0.002975353920707732
IMOEX,1,CatBoost,lag25,0.0060084253335676765
IMOEX,1,CatBoost,lag26,0.0016344842716291548
IMOEX,1,CatBoost,lag27,0.0034070108549360796
IMOEX,1,CatBoost,lag28,0.0031748481578684094
IMOEX,1,CatBoost,lag29,0.0066104217176417325
IMOEX,1,CatBoost,lag30,0.0029474532096690096
IMOEX,1,CatBoost,lag31,0.0006434438225008401
IMOEX,1,CatBoost,lag32,0.004308473136077127
IMOEX,1,CatBoost,lag33,0.0020794953259544373
IMOEX,1,CatBoost,lag34,0.006249865122701004
IMOEX,1,CatBoost,lag35,0.003235990755200142
IMOEX,1,CatBoost,lag36,0.0030964633150101575
IMOEX,1,CatBoost,lag37,0.0018152488239423412
IMOEX,1,CatBoost,lag38,0.0036815271378858407
IMOEX,1,CatBoost,lag39,0.005227896740341783
IMOEX,1,CatBoost,lag40,0.004143691582139458
IMOEX,1,CatBoost,lag41,0.001840139398836745
IMOEX,1,CatBoost,lag42,0.006733663239236584
IMOEX,1,CatBoost,lag43,0.0057652130534010075
IMOEX,1,CatBoost,lag44,0.0038282849354719347
IMOEX,1,CatBoost,lag45,0.0029147990090187805
IMOEX,1,CatBoost,lag46,0.00471942804163157
IMOEX,1,CatBoost,lag47,0.0018151031805879643
IMOEX,1,CatBoost,lag48,0.0031639723876895577
IMOEX,1,CatBoost,lag49,0.0033556618114794065
IMOEX,1,CatBoost,lag50,0.0016158339810890938
IMOEX,1,CatBoost,lag51,0.0024906611636284375
IMOEX,1,CatBoost,lag52,0.0039001208652815434
IMOEX,1,CatBoost,lag53,0.0052263630660163325
IMOEX,1,CatBoost,lag54,0.003815930150592046
IMOEX,1,CatBoost,lag55,0.0025067361408332637
IMOEX,1,CatBoost,lag56,0.005452565331423021
IMOEX,1,CatBoost,lag57,0.005118545158669134
IMOEX,1,CatBoost,lag58,0.001733260012366497
IMOEX,1,CatBoost,lag59,0.0030387358737509616
IMOEX,1,CatBoost,lag60,0.0032438981871097923
IMOEX,1,CatBoost,Brent_lag1,0.00919906867411965
IMOEX,1,CatBoost,Brent_lag2,0.0071670919227466824
IMOEX,1,CatBoost,Brent_lag3,0.010054542658934051
IMOEX,1,CatBoost,Brent_lag4,0.012602099744587994
IMOEX,1,CatBoost,Brent_lag5,0.007292132455194912
IMOEX,1,CatBoost,Brent_lag6,0.004636742619397364
IMOEX,1,CatBoost,Brent_lag7,0.0042987917674629054
IMOEX,1,CatBoost,Brent_lag8,0.008241974873542644
IMOEX,1,CatBoost,Brent_lag9,0.006555219822053733
IMOEX,1,CatBoost,Brent_lag10,0.00683779838931373
IMOEX,1,CatBoost,Brent_lag11,0.0034159932846024184
IMOEX,1,CatBoost,Brent_lag12,0.007653606957917374
IMOEX,1,CatBoost,Brent_lag13,0.005696179646607661
IMOEX,1,CatBoost,Brent_lag14,0.005108036230217025
IMOEX,1,CatBoost,Brent_lag15,0.004904990824052463
IMOEX,1,CatBoost,Brent_lag16,0.004380877544352319
IMOEX,1,CatBoost,Brent_lag17,0.011718570967438648
IMOEX,1,CatBoost,Brent_lag18,0.0067537346201781145
IMOEX,1,CatBoost,Brent_lag19,0.01031523204288922
IMOEX,1,CatBoost,Brent_lag20,0.005613735147988555
IMOEX,1,CatBoost,Brent_lag21,0.005782118066575849
IMOEX,1,CatBoost,Brent_lag22,0.006785551048889029
IMOEX,1,CatBoost,Brent_lag23,0.008182371604935365
IMOEX,1,CatBoost,Brent_lag24,0.0049313034074859475
IMOEX,1,CatBoost,USD_lag1,0.008853421324410088
IMOEX,1,CatBoost,USD_lag2,0.009722963394310093
IMOEX,1,CatBoost,USD_lag3,0.01520621613310074
IMOEX,1,CatBoost,USD_lag4,0.008589990894786827
IMOEX,1,CatBoost,USD_lag5,0.02377352204126796
IMOEX,1,CatBoost,USD_lag6,0.010698592719271732
IMOEX,1,CatBoost,USD_lag7,0.010985400499403126
IMOEX,1,CatBoost,USD_lag8,0.007820468641198692
IMOEX,1,CatBoost,USD_lag9,0.011314815836402786
IMOEX,1,CatBoost,USD_lag10,0.020771866195417953
IMOEX,1,CatBoost,USD_lag11,0.008756628050696155
IMOEX,1,CatBoost,USD_lag12,0.016744952102659316
IMOEX,1,CatBoost,USD_lag13,0.015972037680084424
IMOEX,1,CatBoost,USD_lag14,0.010516316208004063
IMOEX,1,CatBoost,USD_lag15,0.014055696831370368
IMOEX,1,CatBoost,USD_lag16,0.007306309930089104
IMOEX,1,CatBoost,USD_lag17,0.008387317755949378
IMOEX,1,CatBoost,USD_lag18,0.010515509791525884
IMOEX,1,CatBoost,USD_lag19,0.005125432886827947
IMOEX,1,CatBoost,USD_lag20,0.006459295701211687
IMOEX,1,CatBoost,USD_lag21,0.011743562428175577
IMOEX,1,CatBoost,USD_lag22,0.013574416141742896
IMOEX,1,CatBoost,USD_lag23,0.015276737777478405
IMOEX,1,CatBoost,USD_lag24,0.011614606841986988
IMOEX,1,CatBoost,KeyRate_lag1,0.0
IMOEX,1,CatBoost,KeyRate_lag2,0.0005748241868937312
IMOEX,1,CatBoost,KeyRate_lag3,0.0
IMOEX,1,CatBoost,KeyRate_lag4,0.0
IMOEX,1,CatBoost,KeyRate_lag5,0.0
IMOEX,1,CatBoost,KeyRate_lag6,0.0
IMOEX,1,CatBoost,KeyRate_lag7,0.0
IMOEX,1,CatBoost,KeyRate_lag8,0.0
IMOEX,1,CatBoost,KeyRate_lag9,0.0
IMOEX,1,CatBoost,KeyRate_lag10,0.0
IMOEX,1,CatBoost,KeyRate_lag11,0.0
IMOEX,1,CatBoost,KeyRate_lag12,0.0004301996545755799
IMOEX,1,CatBoost,KeyRate_lag13,0.0008603743523076636
IMOEX,1,CatBoost,KeyRate_lag14,0.0012236766729735958
IMOEX,1,CatBoost,KeyRate_lag15,0.0
IMOEX,1,CatBoost,KeyRate_lag16,0.0
IMOEX,1,CatBoost,KeyRate_lag17,0.00043512890699673126
IMOEX,1,CatBoost,KeyRate_lag18,0.0
IMOEX,1,CatBoost,KeyRate_lag19,0.0009435421554890925
IMOEX,1,CatBoost,KeyRate_lag20,0.0
IMOEX,1,CatBoost,KeyRate_lag21,0.0
IMOEX,1,CatBoost,KeyRate_lag22,0.0
IMOEX,1,CatBoost,KeyRate_lag23,0.0
IMOEX,1,CatBoost,KeyRate_lag24,0.00026365425259995673
IMOEX,2,RF,Open,0.0025598848896532687
IMOEX,2,RF,High,0.0016449425650584314
IMOEX,2,RF,Low,0.02346362548701134
IMOEX,2,RF,Close,0.008000024432657373
IMOEX,2,RF,Value,0.016791979262896113
IMOEX,2,RF,Volume,0.0
IMOEX,2,RF,SMA_5,0.004097019849124023
IMOEX,2,RF,SMA_10,0.0006201950529264866
IMOEX,2,RF,SMA_20,0.0019080312495290603
IMOEX,2,RF,EMA_5,0.007054198552613888
IMOEX,2,RF,EMA_10,0.0016841449421827223
IMOEX,2,RF,EMA_20,0.001499741891574297
IMOEX,2,RF,BBH,0.00286960413105425
IMOEX,2,RF,BBL,0.004446816568650632
IMOEX,2,RF,RSI_50,0.07168568815796635
IMOEX,2,RF,StochK,0.019843805064205564
IMOEX,2,RF,StochD,0.015479924500213888
IMOEX,2,RF,ATR_50,0.029222657796048976
IMOEX,2,RF,OBV,0.0
IMOEX,2,RF,MACD,0.023765410100125985
IMOEX,2,RF,MACD_SIGNAL,0.013428978209980326
IMOEX,2,RF,MACD_DIFF,0.014989794615719525
IMOEX,2,RF,ADX_14,0.012766274009417803
IMOEX,2,RF,CCI_20,0.018880556276247844
IMOEX,2,RF,ROC_10,0.027905894534502148
IMOEX,2,RF,WILLR_14,0.01686198766679097
IMOEX,2,RF,lag1,0.0032817850891202244
IMOEX,2,RF,lag2,0.004846184708985712
IMOEX,2,RF,lag3,0.00555934954322898
IMOEX,2,RF,lag4,0.0028070617338478996
IMOEX,2,RF,lag5,0.005470651944684985
IMOEX,2,RF,lag6,0.008438649030288707
IMOEX,2,RF,lag7,0.005454297824579529
IMOEX,2,RF,lag8,0.003831398705626786
IMOEX,2,RF,lag9,0.0029557520379901144
IMOEX,2,RF,lag10,0.005794668333125531
IMOEX,2,RF,lag11,0.0025662511551423207
IMOEX,2,RF,lag12,0.003650235065660289
IMOEX,2,RF,lag13,0.0038861686410473903
IMOEX,2,RF,lag14,0.003341816401940555
IMOEX,2,RF,lag15,0.01912075258404674
IMOEX,2,RF,lag16,0.05092657789024789
IMOEX,2,RF,lag17,0.005614455007517698
IMOEX,2,RF,lag18,0.0030858796201211837
IMOEX,2,RF,lag19,0.002427122408666202
IMOEX,2,RF,lag20,0.003947266993111131
IMOEX,2,RF,lag21,0.0022651105736505423
IMOEX,2,RF,lag22,0.005057015328239927
IMOEX,2,RF,lag23,0.009349681172478624
IMOEX,2,RF,lag24,0.0017268766915663936
IMOEX,2,RF,lag25,0.003990076492143074
IMOEX,2,RF,lag26,0.007706794220722952
IMOEX,2,RF,lag27,0.0038536728786147363
IMOEX,2,RF,lag28,0.0019606553244457684
IMOEX,2,RF,lag29,0.0017741220181146712
IMOEX,2,RF,lag30,0.002761859092044076
IMOEX,2,RF,lag31,0.0026584835619797064
IMOEX,2,RF,lag32,0.003100662743475915
IMOEX,2,RF,lag33,0.006247306589760736
IMOEX,2,RF,lag34,0.002937563352146999
IMOEX,2,RF,lag35,0.002552699654736323
IMOEX,2,RF,lag36,0.004846185389500104
IMOEX,2,RF,lag37,0.008918315780155674
IMOEX,2,RF,lag38,0.006145353751238116
IMOEX,2,RF,lag39,0.004955489921972882
IMOEX,2,RF,lag40,0.0024491345458281326
IMOEX,2,RF,lag41,0.0015003693000428418
IMOEX,2,RF,lag42,0.003360284565883506
IMOEX,2,RF,lag43,0.0025718203384075627
IMOEX,2,RF,lag44,0.004180535553776724
IMOEX,2,RF,lag45,0.003537155934667788
IMOEX,2,RF,lag46,0.0024400277051470957
IMOEX,2,RF,lag47,0.002557598438139427
IMOEX,2,RF,lag48,0.0021487220444046276
IMOEX,2,RF,lag49,0.003636782858843759
IMOEX,2,RF,lag50,0.004064641480671976
IMOEX,2,RF,lag51,0.00741577360289676
IMOEX,2,RF,lag52,0.0023539037638238723
IMOEX,2,RF,lag53,0.0026485023206153746
IMOEX,2,RF,lag54,0.0033267355344527272
IMOEX,2,RF,lag55,0.002322544716335593
IMOEX,2,RF,lag56,0.0029707949851316986
IMOEX,2,RF,lag57,0.0021721795695774536
IMOEX,2,RF,lag58,0.0007721299427930242
IMOEX,2,RF,lag59,0.004750011605207055
IMOEX,2,RF,lag60,0.0014913166328381433
IMOEX,2,RF,Brent_lag1,0.005690370333235703
IMOEX,2,RF,Brent_lag2,0.003076745366348222
IMOEX,2,RF,Brent_lag3,0.0024486451089074167
IMOEX,2,RF,Brent_lag4,0.0036868870546587747
IMOEX,2,RF,Brent_lag5,0.0021854163044732044
IMOEX,2,RF,Brent_lag6,0.0025696173486055864
IMOEX,2,RF,Brent_lag7,0.0038869207902419373
IMOEX,2,RF,Brent_lag8,0.003045075731502283
IMOEX,2,RF,Brent_lag9,0.003704089270741764
IMOEX,2,RF,Brent_lag10,0.004123988896920952
IMOEX,2,RF,Brent_lag11,0.0025394041469336296
IMOEX,2,RF,Brent_lag12,0.0016301426707611907
IMOEX,2,RF,Brent_lag13,0.0031043018987374545
IMOEX,2,RF,Brent_lag14,0.002764929221343252
IMOEX,2,RF,Brent_lag15,0.0023599106980576726
IMOEX,2,RF,Brent_lag16,0.001805452778626467
IMOEX,2,RF,Brent_lag17,0.005759265332894652
IMOEX,2,RF,Brent_lag18,0.0036771982197576283
IMOEX,2,RF,Brent_lag19,0.008135128233984289
IMOEX,2,RF,Brent_lag20,0.006317772554960108
IMOEX,2,RF,Brent_lag21,0.0059097383637581645
IMOEX,2,RF,Brent_lag22,0.01129679996186391
IMOEX,2,RF,Brent_lag23,0.012355342224760613
IMOEX,2,RF,Brent_lag24,0.008134698012283304
IMOEX,2,RF,USD_lag1,0.007386980427806575
IMOEX,2,RF,USD_lag2,0.006249262848158204
IMOEX,2,RF,USD_lag3,0.006647586149323149
IMOEX,2,RF,USD_lag4,0.011521068299820792
IMOEX,2,RF,USD_lag5,0.01736820266147497
IMOEX,2,RF,USD_lag6,0.011062686616419768
IMOEX,2,RF,USD_lag7,0.0036212558631172854
IMOEX,2,RF,USD_lag8,0.03681439788730994
IMOEX,2,RF,USD_lag9,0.007896266060561695
IMOEX,2,RF,USD_lag10,0.009147310376635723
IMOEX,2,RF,USD_lag11,0.015601959037058558
IMOEX,2,RF,USD_lag12,0.00780884367266105
IMOEX,2,RF,USD_lag13,0.035068741399765596
IMOEX,2,RF,USD_lag14,0.006220609940704907
IMOEX,2,RF,USD_lag15,0.004285962104443556
IMOEX,2,RF,USD_lag16,0.002802762866685943
IMOEX,2,RF,USD_lag17,0.008844039664278498
IMOEX,2,RF,USD_lag18,0.006331182994730551
IMOEX,2,RF,USD_lag19,0.02139352187991677
IMOEX,2,RF,USD_lag20,0.004895930997755607
IMOEX,2,RF,USD_lag21,0.005902246344819489
IMOEX,2,RF,USD_lag22,0.0037538296020969185
IMOEX,2,RF,USD_lag23,0.003276044042386886
IMOEX,2,RF,USD_lag24,0.006206544399215001
IMOEX,2,RF,KeyRate_lag1,0.00020024973190029685
IMOEX,2,RF,KeyRate_lag2,1.1835094159432998e-05
IMOEX,2,RF,KeyRate_lag3,6.707126010405092e-05
IMOEX,2,RF,KeyRate_lag4,0.00042134773116427835
IMOEX,2,RF,KeyRate_lag5,1.6871282529299918e-05
IMOEX,2,RF,KeyRate_lag6,0.00014599914427335925
IMOEX,2,RF,KeyRate_lag7,4.275863804352418e-05
IMOEX,2,RF,KeyRate_lag8,2.380042206142359e-06
IMOEX,2,RF,KeyRate_lag9,9.557524379015861e-05
IMOEX,2,RF,KeyRate_lag10,3.5462883403908355e-05
IMOEX,2,RF,KeyRate_lag11,2.2217393545899793e-06
IMOEX,2,RF,KeyRate_lag12,0.00015457042313489662
IMOEX,2,RF,KeyRate_lag13,1.2674514508355299e-05
IMOEX,2,RF,KeyRate_lag14,4.240566082144932e-06
IMOEX,2,RF,KeyRate_lag15,0.00012136219011265081
IMOEX,2,RF,KeyRate_lag16,0.0003552290657387494
IMOEX,2,RF,KeyRate_lag17,0.0007275899859764373
IMOEX,2,RF,KeyRate_lag18,4.6850126297068676e-05
IMOEX,2,RF,KeyRate_lag19,1.0058084028330744e-05
IMOEX,2,RF,KeyRate_lag20,0.00066470316676446
IMOEX,2,RF,KeyRate_lag21,0.000567909027356253
IMOEX,2,RF,KeyRate_lag22,1.7796651389731179e-06
IMOEX,2,RF,KeyRate_lag23,9.74910727210003e-06
IMOEX,2,RF,KeyRate_lag24,0.002010040123551437
IMOEX,2,CatBoost,Open,0.006509972891851826
IMOEX,2,CatBoost,High,0.00302353159971268
IMOEX,2,CatBoost,Low,0.0012627950532671404
IMOEX,2,CatBoost,Close,0.004482573401152663
IMOEX,2,CatBoost,Value,0.05868045062221027
IMOEX,2,CatBoost,Volume,0.0
IMOEX,2,CatBoost,SMA_5,0.005632400306164148
IMOEX,2,CatBoost,SMA_10,0.003306932521887242
IMOEX,2,CatBoost,SMA_20,0.001434164801950485
IMOEX,2,CatBoost,EMA_5,0.000492669241585227
IMOEX,2,CatBoost,EMA_10,0.003295235736300509
IMOEX,2,CatBoost,EMA_20,0.003016784361868654
IMOEX,2,CatBoost,BBH,0.0027048638675794432
IMOEX,2,CatBoost,BBL,0.003127278557847185
IMOEX,2,CatBoost,RSI_50,0.012716210541821362
IMOEX,2,CatBoost,StochK,0.02975012691215283
IMOEX,2,CatBoost,StochD,0.030719662846397173
IMOEX,2,CatBoost,ATR_50,0.004061302390560666
IMOEX,2,CatBoost,OBV,0.0
IMOEX,2,CatBoost,MACD,0.011726345920956324
IMOEX,2,CatBoost,MACD_SIGNAL,0.01423111540100306
IMOEX,2,CatBoost,MACD_DIFF,0.027639994321811204
IMOEX,2,CatBoost,ADX_14,0.020678675384463784
IMOEX,2,CatBoost,CCI_20,0.029338629335819794
IMOEX,2,CatBoost,ROC_10,0.02750707461055217
IMOEX,2,CatBoost,WILLR_14,0.020062037181223333
IMOEX,2,CatBoost,lag1,0.0024823930835013368
IMOEX,2,CatBoost,lag2,0.0013534784234515646
IMOEX,2,CatBoost,lag3,0.001566523130999516
IMOEX,2,CatBoost,lag4,0.0032292841570858845
IMOEX,2,CatBoost,lag5,0.004549432190146528
IMOEX,2,CatBoost,lag6,0.002435411000431636
IMOEX,2,CatBoost,lag7,0.004545083477768712
IMOEX,2,CatBoost,lag8,0.006113509201284676
IMOEX,2,CatBoost,lag9,0.004045214951654164
IMOEX,2,CatBoost,lag10,0.004780993480760836
IMOEX,2,CatBoost,lag11,0.005406446031590454
IMOEX,2,CatBoost,lag12,0.0029748930688387656
IMOEX,2,CatBoost,lag13,0.003623002235024012
IMOEX,2,CatBoost,lag14,0.0037300405000325397
IMOEX,2,CatBoost,lag15,0.004512127156353305
IMOEX,2,CatBoost,lag16,0.005304101732162813
IMOEX,2,CatBoost,lag17,0.0017727081677039686
IMOEX,2,CatBoost,lag18,0.004074950639782104
IMOEX,2,CatBoost,lag19,0.0032150211616093
IMOEX,2,CatBoost,lag20,0.002207844406476917
IMOEX,2,CatBoost,lag21,0.0010875660501512012
IMOEX,2,CatBoost,lag22,0.004499218063099931
IMOEX,2,CatBoost,lag23,0.0027092779550086377
IMOEX,2,CatBoost,lag24,0.0026015578834633645
IMOEX,2,CatBoost,lag25,0.001484386091200351
IMOEX,2,CatBoost,lag26,0.0017291647321664627
IMOEX,2,CatBoost,lag27,0.003914751811585843
IMOEX,2,CatBoost,lag28,0.002209947597853319
IMOEX,2,CatBoost,lag29,0.002121939643920298
IMOEX,2,CatBoost,lag30,0.002873680523299851
IMOEX,2,CatBoost,lag31,0.0015361103237895206
IMOEX,2,CatBoost,lag32,0.006808928577042764
IMOEX,2,CatBoost,lag33,0.0027603778671528145
IMOEX,2,CatBoost,lag34,0.007446310393056618
IMOEX,2,CatBoost,lag35,0.001372555406002751
IMOEX,2,CatBoost,lag36,0.007155787427151197
IMOEX,2,CatBoost,lag37,0.0046138728941005
IMOEX,2,CatBoost,lag38,0.003374398595416511
IMOEX,2,CatBoost,lag39,0.005180013643213156
IMOEX,2,CatBoost,lag40,0.004417113621724036
IMOEX,2,CatBoost,lag41,0.0029819901547332365
IMOEX,2,CatBoost,lag42,0.001579453638706161
IMOEX,2,CatBoost,lag43,0.004142447773013067
IMOEX,2,CatBoost,lag44,0.002333237206466092
IMOEX,2,CatBoost,lag45,0.004114029636218358
IMOEX,2,CatBoost,lag46,0.006197647069717111
IMOEX,2,CatBoost,lag47,0.006863765662812449
IMOEX,2,CatBoost,lag48,0.004085933753024915
IMOEX,2,CatBoost,lag49,0.004012925180182423
IMOEX,2,CatBoost,lag50,0.0054841432414814316
IMOEX,2,CatBoost,lag51,0.0011302322513933982
IMOEX,2,CatBoost,lag52,0.0014051452373405246
IMOEX,2,CatBoost,lag53,0.0009513588413425011
IMOEX,2,CatBoost,lag54,0.0033010945138346255
IMOEX,2,CatBoost,lag55,0.002859842346356663
IMOEX,2,CatBoost,lag56,0.004140293998853463
IMOEX,2,CatBoost,lag57,0.004377871306902694
IMOEX,2,CatBoost,lag58,0.004495831959816659
IMOEX,2,CatBoost,lag59,0.0022473971049210397
IMOEX,2,CatBoost,lag60,0.001641281540721992
IMOEX,2,CatBoost,Brent_lag1,0.009730065482021594
IMOEX,2,CatBoost,Brent_lag2,0.008932561907063895
IMOEX,2,CatBoost,Brent_lag3,0.008668067223953845
IMOEX,2,CatBoost,Brent_lag4,0.007150677705744755
IMOEX,2,CatBoost,Brent_lag5,0.009077526361807817
IMOEX,2,CatBoost,Brent_lag6,0.007592583178170267
IMOEX,2,CatBoost,Brent_lag7,0.0023902396516402523
IMOEX,2,CatBoost,Brent_lag8,0.0070323839694497415
IMOEX,2,CatBoost,Brent_lag9,0.012100079095633234
IMOEX,2,CatBoost,Brent_lag10,0.005324187051901298
IMOEX,2,CatBoost,Brent_lag11,0.008715324256971397
IMOEX,2,CatBoost,Brent_lag12,0.006720615385985722
IMOEX,2,CatBoost,Brent_lag13,0.002819169942190634
IMOEX,2,CatBoost,Brent_lag14,0.005749819379794236
IMOEX,2,CatBoost,Brent_lag15,0.0066670274573668795
IMOEX,2,CatBoost,Brent_lag16,0.008418042252457238
IMOEX,2,CatBoost,Brent_lag17,0.006122521396664135
IMOEX,2,CatBoost,Brent_lag18,0.0073295887919690465
IMOEX,2,CatBoost,Brent_lag19,0.005285110608396215
IMOEX,2,CatBoost,Brent_lag20,0.006688216759690868
IMOEX,2,CatBoost,Brent_lag21,0.010642745303213942
IMOEX,2,CatBoost,Brent_lag22,0.010511894215377652
IMOEX,2,CatBoost,Brent_lag23,0.007886071962283407
IMOEX,2,CatBoost,Brent_lag24,0.00866159089525373
IMOEX,2,CatBoost,USD_lag1,0.009888137006796204
IMOEX,2,CatBoost,USD_lag2,0.016137393047907945
IMOEX,2,CatBoost,USD_lag3,0.010578207794776482
IMOEX,2,CatBoost,USD_lag4,0.010885869012363018
IMOEX,2,CatBoost,USD_lag5,0.006384790150004979
IMOEX,2,CatBoost,USD_lag6,0.0037929345601239424
IMOEX,2,CatBoost,USD_lag7,0.008507571410276025
IMOEX,2,CatBoost,USD_lag8,0.012359430451609922
IMOEX,2,CatBoost,USD_lag9,0.010632335401463584
IMOEX,2,CatBoost,USD_lag10,0.01720046099526443
IMOEX,2,CatBoost,USD_lag11,0.016362278721632404
IMOEX,2,CatBoost,USD_lag12,0.014271031103446394
IMOEX,2,CatBoost,USD_lag13,0.012931369660488674
IMOEX,2,CatBoost,USD_lag14,0.013525264715240137
IMOEX,2,CatBoost,USD_lag15,0.006701663333309774
IMOEX,2,CatBoost,USD_lag16,0.0063268815060002715
IMOEX,2,CatBoost,USD_lag17,0.005755444357985324
IMOEX,2,CatBoost,USD_lag18,0.0061036619227772294
IMOEX,2,CatBoost,USD_lag19,0.010993104034191839
IMOEX,2,CatBoost,USD_lag20,0.010170903050956645
IMOEX,2,CatBoost,USD_lag21,0.0102613601209813
IMOEX,2,CatBoost,USD_lag22,0.021106152421902707
IMOEX,2,CatBoost,USD_lag23,0.009730401759973674
IMOEX,2,CatBoost,USD_lag24,0.006111379123064316
IMOEX,2,CatBoost,KeyRate_lag1,0.0029884049538330907
IMOEX,2,CatBoost,KeyRate_lag2,0.0004302068208713404
IMOEX,2,CatBoost,KeyRate_lag3,0.0024858616129425047
IMOEX,2,CatBoost,KeyRate_lag4,0.002340998712495533
IMOEX,2,CatBoost,KeyRate_lag5,0.0015091753356133103
IMOEX,2,CatBoost,KeyRate_lag6,0.00043216640118834643
IMOEX,2,CatBoost,KeyRate_lag7,0.0004395332715864776
IMOEX,2,CatBoost,KeyRate_lag8,6.538642119979049e-05
IMOEX,2,CatBoost,KeyRate_lag9,0.0009033415885757136
IMOEX,2,CatBoost,KeyRate_lag10,0.0021692058238147235
IMOEX,2,CatBoost,KeyRate_lag11,0.002759139630048457
IMOEX,2,CatBoost,KeyRate_lag12,0.0007439138153355236
IMOEX,2,CatBoost,KeyRate_lag13,0.0009067336334783057
IMOEX,2,CatBoost,KeyRate_lag14,0.0005469440000176619
IMOEX,2,CatBoost,KeyRate_lag15,0.0021067449590697535
IMOEX,2,CatBoost,KeyRate_lag16,0.00041790648931434713
IMOEX,2,CatBoost,KeyRate_lag17,0.0006732474322809395
IMOEX,2,CatBoost,KeyRate_lag18,0.0013910638597986235
IMOEX,2,CatBoost,KeyRate_lag19,0.00036721341810630974
IMOEX,2,CatBoost,KeyRate_lag20,0.0012081272415353586
IMOEX,2,CatBoost,KeyRate_lag21,0.0004390290072934055
IMOEX,2,CatBoost,KeyRate_lag22,0.0004857494696952122
IMOEX,2,CatBoost,KeyRate_lag23,0.0012106047820466608
IMOEX,2,CatBoost,KeyRate_lag24,0.0004789978972833776
IMOEX,3,RF,Open,0.003215213164083906
IMOEX,3,RF,High,0.004418717379847582
IMOEX,3,RF,Low,0.007411171735321083
IMOEX,3,RF,Close,0.003182258069555352
IMOEX,3,RF,Value,0.027867370769194176
IMOEX,3,RF,Volume,0.0
IMOEX,3,RF,SMA_5,0.0025226592402061454
IMOEX,3,RF,SMA_10,0.004888569388353135
IMOEX,3,RF,SMA_20,0.002166787309576369
IMOEX,3,RF,EMA_5,0.005679817910696089
IMOEX,3,RF,EMA_10,0.018506551132902716
IMOEX,3,RF,EMA_20,0.0095684530184133
IMOEX,3,RF,BBH,0.0021609218403765653
IMOEX,3,RF,BBL,0.0036489339021965905
IMOEX,3,RF,RSI_50,0.06924573560389388
IMOEX,3,RF,StochK,0.01791699151625175
IMOEX,3,RF,StochD,0.012118340802546423
IMOEX,3,RF,ATR_50,0.028975234377566057
IMOEX,3,RF,OBV,0.0
IMOEX,3,RF,MACD,0.025524523944895332
IMOEX,3,RF,MACD_SIGNAL,0.020273200640354382
IMOEX,3,RF,MACD_DIFF,0.015146796766111352
IMOEX,3,RF,ADX_14,0.02130948642834824
IMOEX,3,RF,CCI_20,0.03219480847795335
IMOEX,3,RF,ROC_10,0.03438359349791776
IMOEX,3,RF,WILLR_14,0.021174126699585304
IMOEX,3,RF,lag1,0.0035673546041204186
IMOEX,3,RF,lag2,0.0036401676907780564
IMOEX,3,RF,lag3,0.0020803706559128854
IMOEX,3,RF,lag4,0.0030339895143787305
IMOEX,3,RF,lag5,0.0029355241389638674
IMOEX,3,RF,lag6,0.006256331483330162
IMOEX,3,RF,lag7,0.0045829631346770315
IMOEX,3,RF,lag8,0.0035200075145590828
IMOEX,3,RF,lag9,0.002521516327618602
IMOEX,3,RF,lag10,0.0032839233731318074
IMOEX,3,RF,lag11,0.006844963992698417
IMOEX,3,RF,lag12,0.0025088645664607914
IMOEX,3,RF,lag13,0.0041499891433620425
IMOEX,3,RF,lag14,0.004177077609938989
IMOEX,3,RF,lag15,0.013365259895182363
IMOEX,3,RF,lag16,0.007124133435270116
IMOEX,3,RF,lag17,0.007242297513139635
IMOEX,3,RF,lag18,0.0022268694011700636
IMOEX,3,RF,lag19,0.003867588145256374
IMOEX,3,RF,lag20,0.003825272218532248
IMOEX,3,RF,lag21,0.003574306998539007
IMOEX,3,RF,lag22,0.00666737664825179
IMOEX,3,RF,lag23,0.004541580401384954
IMOEX,3,RF,lag24,0.0018990228583701074
IMOEX,3,RF,lag25,0.0022472545374240863
IMOEX,3,RF,lag26,0.00475752285909354
IMOEX,3,RF,lag27,0.0027918946102889522
IMOEX,3,RF,lag28,0.00433889995921791
IMOEX,3,RF,lag29,0.0016484407240294886
IMOEX,3,RF,lag30,0.0019110984063413158
IMOEX,3,RF,lag31,0.0015054111247421859
IMOEX,3,RF,lag32,0.0023042458615869805
IMOEX,3,RF,lag33,0.0032583718597148695
IMOEX,3,RF,lag34,0.0045450705911442195
