Tk,Fold,Model,MAE,RMSE,MAPE,WAPE,sMAPE,MdAPE,MASE
IMOEX,3,CatBoost,0.002851992991445252,0.005109855730659359,194.8511816443969,61.23873729336859,96.14924851260393,64.02785140117221,0.45535123445161235
IMOEX,3,LSTM_base,0.004641653920216665,0.007686782522632618,139.53476482668708,99.66680348777403,170.18958077740305,99.77787726625033,0.7410897743464518
IMOEX,3,LSTM_att,0.004771884965200001,0.007924375202851577,129.0987540583109,102.46315844905811,174.95782625821104,101.99911772971916,0.761882555841695
IMOEX,3,Hybrid,0.004798700587066666,0.007971938516167336,137.72760342166265,103.03895047511735,160.24462680562965,108.91954146754648,0.7661639571481496
IMOEX,4,RF,0.001762404940842212,0.002278132177666483,132.0419279242029,51.79528096224683,76.93890264898978,49.24545401118728,0.3485210029031488
IMOEX,4,SARIMAX,0.00023730286141319506,0.00029373588077746647,17.364074249255015,6.974088698462169,18.314832631773886,7.230405481660231,0.04692737142009536
IMOEX,4,Naive,0.005056811285866667,0.0064977487393052735,284.89547951694715,148.61451829530148,149.6676578663104,152.5553439209604,1.0
IMOEX,4,sNaive,0.004800779140666666,0.006388368886433937,267.1789749120619,141.08999507780325,149.02001164753827,138.34800111984595,0.9493688550499031
IMOEX,4,CatBoost,0.0018353842523927512,0.0023264241201798796,101.71747772294503,53.94006838231906,89.82645164583127,63.33460410838161,0.36295288644100393
IMOEX,4,LSTM_base,0.003786752484266667,0.005114769258306786,198.71631966733082,111.28878744708321,144.80330456105352,123.46098417874182,0.7488419619000417
IMOEX,4,LSTM_att,0.003579205433933334,0.004843283336289339,137.211367346537,105.18919164149982,153.93236511541545,111.30326026468724,0.7077988937291158
IMOEX,4,Hybrid,0.0033928037471,0.004563903423845086,102.16008396505936,99.71103646976302,182.9480679738165,98.61878074922163,0.6709373862897715
RTSI,0,RF,0.0012189747806815782,0.00155156715056242,239.13844278182376,79.4465055535223,98.56443618335939,75.40047948772917,0.5635261998315868
RTSI,0,SARIMAX,0.00012023464385354417,0.00013958761381807307,25.97586517180967,7.836275575197166,29.361698935539508,12.558901360078854,0.055583899693976625
RTSI,0,Naive,0.0021631199774666664,0.002772754027462039,307.0973895754569,140.98103260729556,144.43470411362816,131.36661655416094,1.0
RTSI,0,sNaive,0.0021868608043666667,0.0028681575828580475,429.71766669949557,142.52833757705176,140.0940701356577,127.49863338454779,1.0109752705107944
RTSI,0,CatBoost,0.0011482837025087638,0.0016862025822925388,199.17736396336855,74.83922472733428,100.93986762202503,73.00002985769555,0.5308460531410625
RTSI,0,LSTM_base,0.001722391505116667,0.0022540509170192228,311.72643010063507,112.25661797537703,137.35768553965332,112.52232457087237,0.7962533391854862
RTSI,0,LSTM_att,0.0015580660438833335,0.0021043288249547546,98.8505224749083,101.54672973539265,172.39852439650764,102.50068652139949,0.7202864658982343
RTSI,0,Hybrid,0.001594042308,0.002025869296202586,245.52810125805487,103.89147756138264,136.99753419260153,98.708154533233,0.7369181204025768
RTSI,1,RF,0.0024184450522048728,0.003829896273875933,131.07347582878995,70.19742089633522,94.96387269997113,60.15204394014101,0.5232611602243468
RTSI,1,SARIMAX,0.00010427313108552335,0.0001328477854047245,5.940827733767308,3.026616157483468,5.633468320353342,3.0957288576561304,0.022560810096674568
RTSI,1,Naive,0.004621869987766665,0.006588249206040796,315.4147157798775,134.15370035536031,128.34210788565147,125.56177489510915,1.0
RTSI,1,sNaive,0.005148552378433336,0.007177008205527231,236.5638640219955,149.44110389699114,140.21112820537448,149.82484197524872,1.1139543933647447
RTSI,1,CatBoost,0.0026062157695451683,0.0038437282504781094,123.50127855301058,75.64762538418434,111.12574512386526,74.24441050762901,0.5638877286560192
RTSI,1,LSTM_base,0.0034708478783166672,0.004731070791771205,116.50268451644672,100.74430641259298,168.9255884442954,101.76907236617757,0.750961815780936
RTSI,1,LSTM_att,0.0034206457476083332,0.0046518638422290304,103.1143133236576,99.28714694725267,187.23794247797613,99.15159013710363,0.7400999501635104
