begin,Close,ChainIncrement,MeanRelGrowthPct,Volatility
2023-04,2634.94,161.6199999999999,0.33575966020734266,16.917286100490426
2023-05,2717.64,82.69999999999982,0.15312069912014406,28.97710917587316
2023-06,2797.37,79.73000000000002,0.140222203713779,19.680075795924544
2023-07,3073.5,276.1300000000001,0.451547757339213,20.423910963564694
2023-08,3227.99,154.48999999999978,0.21779919753303484,29.67879506785685
2023-09,3133.26,-94.72999999999956,-0.13696391172728406,31.47917818253236
2023-10,3200.97,67.70999999999958,0.09870046534853004,17.81844922219625
2023-11,3165.79,-35.179999999999836,-0.04910747275287188,15.525597269115694
2023-12,3099.11,-66.67999999999984,-0.09833517080591109,24.368236214188194
2024-01,3214.19,115.07999999999993,0.17441177115900663,11.553472205358874
2024-02,3256.8,42.61000000000013,0.06925216403035113,26.942123441301256
2024-03,3332.53,75.73000000000002,0.11596511138137393,14.84557962740717
2024-04,3469.83,137.29999999999973,0.17672318941220488,15.905301711367958
2024-05,3217.19,-252.63999999999987,-0.3553356088988253,30.897250925639096
2024-06,3154.36,-62.82999999999993,-0.09306010155941839,47.05631248864741
2024-07,2942.68,-211.6800000000003,-0.29282334051687176,41.04434637279492
2024-08,2650.32,-292.3599999999997,-0.46489550317134437,39.17798615465325
2024-09,2857.56,207.23999999999978,0.37386139836938853,46.64032174907398
2024-10,2560.2,-297.3600000000001,-0.4703249649681664,30.906669522105066
2024-11,2578.0,17.800000000000182,0.04596178457893335,43.498654565947426
2024-12,2883.04,305.03999999999996,0.5381682919832088,61.8992567635411
2025-01,2948.1,65.05999999999995,0.12036975637316964,38.9579321157687
2025-02,3200.48,252.3800000000001,0.42660321101504284,55.92540312538505
2025-03,3013.36,-187.1199999999999,-0.27719610902788583,44.242177780506005
2025-04,2964.43,-48.93000000000029,-1.6237688162051758,
