Date,Close,ChainIncrement,ChainGrowthCoef,RelativeGrowth,RelativeGrowthPct,ChainIndex,BaseAbsolute,BaseRelativeCoef,BaseRelativePct,ChainAbsoluteIndex,ChainRelativeIndex,StructuralShiftAbsolute,StructuralShiftRelativePct
2023-04-04 00:00:00+00:00,2480.45,7.129999999999654,1.0028827648666567,0.002882764866656823,0.2882764866656823,1.0028827648666567,7.129999999999654,1.0028827648666567,0.28827648666567285,7.129999999999654,1.0028827648666567,7.129999999999654,0.2882764866656823
2023-04-05 00:00:00+00:00,2500.8,20.350000000000364,1.0082041565038604,0.008204156503860334,0.8204156503860335,1.011110572024647,27.480000000000018,1.011110572024647,1.1110572024646936,20.350000000000364,1.0082041565038604,20.350000000000364,0.8204156503860335
2023-04-06 00:00:00+00:00,2498.3,-2.5,0.9990003198976327,-0.0009996801023672425,-0.09996801023672425,1.0100997849045006,24.980000000000018,1.0100997849045008,1.0099784904500808,-2.5,0.9990003198976327,-2.5,-0.09996801023672425
2023-04-07 00:00:00+00:00,2508.39,10.08999999999969,1.0040387463475162,0.004038746347516187,0.4038746347516187,1.0141793217214106,35.06999999999971,1.0141793217214108,1.4179321721410787,10.08999999999969,1.0040387463475162,10.08999999999969,0.4038746347516187
2023-04-10 00:00:00+00:00,2547.35,38.960000000000036,1.015531875027408,0.015531875027408035,1.5531875027408035,1.029931428201769,74.02999999999975,1.029931428201769,2.9931428201769084,38.960000000000036,1.015531875027408,38.960000000000036,1.5531875027408035
2023-04-11 00:00:00+00:00,2533.69,-13.659999999999854,0.9946375645278427,-0.005362435472157283,-0.5362435472157283,1.0244084873772903,60.36999999999989,1.0244084873772903,2.440848737729029,-13.659999999999854,0.9946375645278427,-13.659999999999854,-0.5362435472157283
2023-04-12 00:00:00+00:00,2538.47,4.779999999999745,1.0018865764951512,0.00188657649515124,0.18865764951512398,1.0263411123510098,65.14999999999964,1.0263411123510098,2.6341112351009777,4.779999999999745,1.0018865764951512,4.779999999999745,0.18865764951512398
2023-04-13 00:00:00+00:00,2544.28,5.8100000000004,1.0022887802495206,0.002288780249520538,0.2288780249520538,1.02869018161823,70.96000000000004,1.0286901816182297,2.869018161822967,5.8100000000004,1.0022887802495206,5.8100000000004,0.2288780249520538
2023-04-14 00:00:00+00:00,2554.85,10.569999999999709,1.0041544169666858,0.0041544169666859415,0.41544169666859415,1.032963789562208,81.52999999999975,1.0329637895622077,3.296378956220769,10.569999999999709,1.0041544169666858,10.569999999999709,0.41544169666859415
2023-04-17 00:00:00+00:00,2596.11,41.26000000000022,1.0161496761062294,0.016149676106229416,1.6149676106229416,1.049645820193101,122.78999999999996,1.0496458201931007,4.964582019310071,41.26000000000022,1.0161496761062294,41.26000000000022,1.6149676106229416
