to_0,to_1,to_2,to_3,cluster
0.8734939759036144,0.016566265060240965,0.07530120481927711,0.03463855421686747,0
0.004559270516717325,0.9513677811550152,0.00911854103343465,0.034954407294832825,1
0.4594594594594595,0.06756756756756757,0.10810810810810811,0.36486486486486486,2
0.0088261253309797,0.037069726390114736,0.0617828773168579,0.8923212709620476,3
