to_0,to_1,to_2,to_3,cluster
0.6831483350151363,0.025227043390514632,0.29061553985872857,0.0010090817356205853,0
0.01430976430976431,0.946969696969697,0.03787878787878788,0.0008417508417508417,1
0.30484037075180226,0.03810504634397528,0.6570545829042225,0.0,2
0.009009009009009009,0.0,0.009009009009009009,0.9819819819819819,3
