Tk,Fold,Model,shapiro_stat,shapiro_p,ljungbox_stat,ljungbox_p,arch_lm_stat,arch_lm_p,durbin_watson,resid_adf_stat,resid_adf_p,resid_kpss_stat,resid_kpss_p
IMOEX,1,RF,0.7947514383753004,1.0013739948381892e-07,10.552534591683031,0.39342426723377344,0.9965236938737171,0.9628456737117422,2.0696191524874363,-8.105258446365992,1.2679160605127518e-12,0.06649364893184796,0.1
IMOEX,1,SARIMAX,0.9298461350396975,0.001956301015704642,14.26296956100654,0.16133113040911154,4.205450507522771,0.5202312723605814,1.4027169343356825,-9.123786711933098,3.153369435211869e-15,0.28815650267986204,0.1
IMOEX,1,Naive,0.9012779997434326,0.0001464685868523746,36.40543457419344,7.168368975027852e-05,12.538705165667816,0.028107218843865953,2.9524967670440674,-4.743700029576598,6.9605741400303e-05,0.24409701180140692,0.1
IMOEX,1,sNaive,0.9210933589999349,0.0008489262458250036,19.302711588890332,0.03658203418606434,1.9653558609904065,0.8539176570205449,2.190619707107544,-2.51468830560067,0.11194128166102707,0.1115050189635095,0.1
IMOEX,1,CatBoost,0.7935005758582848,9.331781762036045e-08,12.659740547147747,0.2433230769887782,2.296102512769434,0.8068391353227189,2.1693216608615993,-5.051290856610752,1.7550459086547748e-05,0.053562909754353925,0.1
IMOEX,1,LSTM_base,0.8991795042307762,0.00012280009803787787,12.247242937721435,0.2688502299536164,1.4242286682178418,0.9216446832464422,1.9110058546066284,-7.658309832754794,1.7153210604693977e-11,0.09015227344056728,0.1
IMOEX,1,LSTM_att,0.9070384220710728,0.00023981948282424088,11.42570869183705,0.3253266981740636,2.2665549296376626,0.8111663075155335,1.976793646812439,-7.5697248456327495,2.8625248788797835e-11,0.11167322528870517,0.1
IMOEX,1,Hybrid,0.9051677901375655,0.00020402645191893262,11.425620858750497,0.32533313647472806,3.545772126537326,0.6164733243094164,1.9594943523406982,-7.601348862615437,2.384702718885606e-11,0.11281152506541811,0.1
