Tk,Cluster,Share,Mean_ret,Vol,RSI,ATR,ClusterName
IMOEX,0,0.3421213979153893,0.00015890534039649068,0.001844101577672958,54.35075383788528,8.004982646277433,Боковая консолидация
IMOEX,1,0.25199264255058246,-0.002979963508930853,0.004033166582402731,41.21383440496278,15.68728721824358,Турбулентное снижение
IMOEX,2,0.25812385039852853,-0.00017073741921151477,0.004443929933763445,53.88136467486115,16.70050080115195,Неустойчивый боковик
IMOEX,3,0.03341508277130595,0.0004629637207932403,0.009667309920078766,62.64158199308585,22.223024647599598,Неустойчивый боковик
IMOEX,4,0.11434702636419375,0.00611637743334211,0.004985016395959195,46.365953151810025,18.06032113095786,Волатильный рост
