Tk,Cluster,Share,Mean_ret,Vol,RSI,ATR,ClusterName
RTSI,0,0.2035561005518087,-0.0007797019911479964,0.007319404675113221,56.14179327211813,7.380634390039075,Неустойчивый боковик
RTSI,1,0.4034334763948498,0.0002687343531548039,0.002731044197452754,54.514102342361014,4.095670757391136,Боковая консолидация
RTSI,2,0.045370938074800735,0.013574337283006364,0.00648155774122742,51.91816280450093,6.8583973012229675,Волатильный рост
RTSI,3,0.34763948497854075,-0.0016266054771753799,0.004925924280912861,42.128373714160595,5.989959176032039,Турбулентное снижение
