to_0,to_1,to_2,to_3,to_4,cluster
0.9396103896103896,0.008441558441558441,0.044805194805194806,0.0,0.007142857142857143,0
0.008557457212713936,0.45232273838630804,0.08924205378973105,0.0,0.44987775061124696,1
0.05823475887170155,0.06915377616014559,0.8070973612374887,0.0,0.06551410373066424,2
0.0,0.009345794392523364,0.0,0.9626168224299065,0.028037383177570093,3
0.020588235294117647,0.3519607843137255,0.06862745098039216,0.00392156862745098,0.5549019607843138,4
